smiles,ames,source,split
CCc1ccc(C)nc1,0.0,hansen,Train/Validation
O=[N+]([O-])c1ccc(/C=N/c2snc3ccccc23)cc1,1.0,hansen,Train/Validation
C=C(C)[C@@H]1CC=C(C)C(=O)C1,0.0,hansen,Train/Validation
COc1c(Cl)cc2c(c1OC)N(C)C1N3C(=O)C4(C)SSC3(C(=O)N4C)C(O)C21O,0.0,hansen,Train/Validation
Nc1nnc(S)s1,0.0,hansen,Train/Validation
Cn1ccnc1S,0.0,hansen,Train/Validation
OCC#CCO,0.0,hansen,Train/Validation
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,0.0,hansen,Train/Validation
O=C(O)c1cc(O)nc(O)n1,0.0,hansen,Train/Validation
C(CCOC[C@H]1CO1)COC[C@H]1CO1,1.0,hansen,Train/Validation
CCN=[N+]([O-])CC,0.0,hansen,Train/Validation
C=CCc1cc(OC)c2c(c1)OCO2,0.0,hansen,Train/Validation
CN(N=O)c1ccccn1,1.0,hansen,Train/Validation
NCCCNCCCCN(CCCN)N(O)N=O,1.0,hansen,Train/Validation
CC(=O)OCc1ccccc1N=Nc1ccc(N(C)C)cc1,1.0,hansen,Train/Validation
C[C@@H]1CC[C@H]2[C@@H](C)[C@H]3[C@@H](C[C@H]4[C@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O[C@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O)CC[C@]6(C)[C@@H]5CC[C@]34C)N2C1,0.0,hansen,Train/Validation
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.0,hansen,Train/Validation
CCc1c2ccccc2cc2c3c(ccc12)C(O)C(O)C1OC31,1.0,hansen,Train/Validation
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0.0,hansen,Train/Validation
C[C@H]1CCCN(N=O)C1,1.0,hansen,Train/Validation
CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0.0,hansen,Train/Validation
CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21,0.0,hansen,Train/Validation
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,0.0,hansen,Train/Validation
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,1.0,hansen,Train/Validation
C[C@@H](O)CN(C[C@H](O)CO)N=O,1.0,hansen,Train/Validation
COc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1,1.0,hansen,Train/Validation
C=C1C(=O)OC2C1CCC(C)C1C=CC(=O)C12C,0.0,hansen,Train/Validation
COC(=O)C(N)Cc1ccc(Cl)cc1,0.0,hansen,Train/Validation
c1ccc2c(c1)-c1c(c3ccccc3c3ccccc13)[C@H]1N[C@@H]21,1.0,hansen,Train/Validation
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C1OC41,1.0,hansen,Train/Validation
CCCCN(CC(CO)OCc1ccccc1)N=O,1.0,hansen,Train/Validation
C[C@]12CC[C@H]3[C@@H](CC=C4NC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,1.0,hansen,Train/Validation
CC(C)=[N+]([O-])[O-],1.0,hansen,Train/Validation
[O-][n+]1ccc(NO)c2ccccc21,1.0,hansen,Train/Validation
CC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,1.0,hansen,Train/Validation
CCOC(=O)C(C#N)c1snc2c([N+](=O)[O-])cccc12,1.0,hansen,Train/Validation
O=C(O)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0.0,hansen,Train/Validation
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1ccccc12,1.0,hansen,Train/Validation
O=NN1CCC[C@H](Cl)C1,1.0,hansen,Train/Validation
Oc1cc(O)ncn1,0.0,hansen,Train/Validation
Cc1ccccc1N=Nc1ccc(N)c(C)c1N,1.0,hansen,Train/Validation
Sc1[nH]cnc2ncnc1-2,1.0,hansen,Train/Validation
O=[N+]([O-])c1cccc(I)c1,0.0,hansen,Train/Validation
O=C1C(c2[nH]c3ccc(S(=O)(=O)O)cc3c2O)=Nc2ccc(S(=O)(=O)O)cc21,0.0,hansen,Train/Validation
NNc1ccccc1[N+](=O)[O-],1.0,hansen,Train/Validation
Cc1c(N)cccc1Cl,0.0,hansen,Train/Validation
CCCC(C)=O,0.0,hansen,Train/Validation
C=C(C)C1CCC2(C)OC2C1,0.0,hansen,Train/Validation
C/C=C/c1ccc2c(c1)OCO2,0.0,hansen,Train/Validation
OC1C=Cc2ccc3ncccc3c2C1O,0.0,hansen,Train/Validation
O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0.0,hansen,Train/Validation
OC1C=CC2=C(c3cccc4cccc2c34)C1O,1.0,hansen,Train/Validation
CCCCCCCCCCCCCN1CC(C)OC(C)C1,0.0,hansen,Train/Validation
O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,0.0,hansen,Train/Validation
CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0.0,hansen,Train/Validation
O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,1.0,hansen,Train/Validation
OC1=C(O)C23CCCCC2(O3)c2cc3ccc4ccccc4c3nc21,0.0,hansen,Train/Validation
CCN(CC)c1ccc(N=O)c(O)c1,0.0,hansen,Train/Validation
CC(C)(N)[C@H]1CC[C@@](C)(N)CC1,0.0,hansen,Train/Validation
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,1.0,hansen,Train/Validation
NC1(C(=O)O)CCCC1,0.0,hansen,Train/Validation
COc1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,1.0,hansen,Train/Validation
C=C1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C(C)C1C)C23,0.0,hansen,Train/Validation
Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(N)cc1,0.0,hansen,Train/Validation
CC(=O)CC(=O)/C=C/C(=O)O,0.0,hansen,Train/Validation
C=CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,1.0,hansen,Train/Validation
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.0,hansen,Train/Validation
Fc1ccccc1,1.0,hansen,Train/Validation
CCC(C)C1NC(=O)C(C(C)=O)=C1O,0.0,hansen,Train/Validation
C=CC(=O)N(C[C@H]1CO1)C[C@H]1CO1,1.0,hansen,Train/Validation
C[C@@H]1CNC[C@@H](C)O1,1.0,hansen,Train/Validation
CC[C@H](CO)NCCN[C@H](CC)CO,0.0,hansen,Train/Validation
Cc1cc(N=Nc2ccccc2C)c(N)cc1N,1.0,hansen,Train/Validation
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0,hansen,Train/Validation
CC(C)(N=NC(C)(C)C(=N)N)C(=N)N,1.0,hansen,Train/Validation
O=C/C=C/C=C/c1ccc([N+](=O)[O-])cc1,1.0,hansen,Train/Validation
COc1cc(OC)c2cc([N+](=O)[O-])c3c(C(=O)O)cc4c(c3c2c1)OCO4,0.0,hansen,Train/Validation
Oc1nc(Cl)nc(Cl)n1,0.0,hansen,Train/Validation
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3[o+]c2c1,0.0,hansen,Train/Validation
ClCCNCCCNc1c2ccccc2nc2ccccc12,1.0,hansen,Train/Validation
CSCC(NC(=O)C(C)(C)SC)C(=O)O,0.0,hansen,Train/Validation
Cc1ccc2cc3c4c(ccc3c3c2c1CC3)[C@@H](O)[C@H](O)C=C4,1.0,hansen,Train/Validation
CC(=O)O[C@@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0.0,hansen,Train/Validation
ClSC(Cl)(Cl)Cl,1.0,hansen,Train/Validation
Cc1nn(C)c(NC(=O)CNCCCN2CCCC[C@H]2C)c1C(=O)c1ccccc1F,1.0,hansen,Train/Validation
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,0.0,hansen,Train/Validation
CN1CC(CBr)CC2c3cccc4[nH]cc(c34)CC21,1.0,hansen,Train/Validation
C[C@@H](O)c1cc2ccc3cccc4ccc(c1)c2c34,1.0,hansen,Train/Validation
ONc1cnc2c(c1)nc1ccccn12,1.0,hansen,Train/Validation
N[C@@H](CCC(=O)N[C@@H](CSC(Cl)=C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O,1.0,hansen,Train/Validation
O=S(=O)(O)c1ccc(N=Nc2ccc(O)c3ccccc23)cc1,0.0,hansen,Train/Validation
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,1.0,hansen,Train/Validation
CC(C)(C)OC(=O)N/N=C/C1=CN(O)c2ccccc2N1O,1.0,hansen,Train/Validation
N/C(=N\O)c1ccc(O)c(O)c1,1.0,hansen,Train/Validation
O=C1c2ccccc2C(=O)c2c1ccc1nc3c(ccc4c(O)c5ccccc5c(O)c43)nc21,0.0,hansen,Train/Validation
Cc1ccc(C(=O)O)cc1,0.0,hansen,Train/Validation
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,1.0,hansen,Train/Validation
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,0.0,hansen,Train/Validation
CN(C)CCN1C=CN(C)C1/C=N/O,0.0,hansen,Train/Validation
ClC[C@H](Cl)CBr,1.0,hansen,Train/Validation
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,0.0,hansen,Train/Validation
COCC1CN(c2ccc3nc(C(O)CCC#N)sc3c2)C(=O)O1,0.0,hansen,Train/Validation
CNC(=O)ON(C(=O)NC)C(=O)NC,0.0,hansen,Train/Validation
O=S(=O)(O)c1c(N=Nc2c(O)ccc3ccccc23)ccc2ccccc12,0.0,hansen,Train/Validation
COc1ccc2c(OC)c3c(nc2c1OC)OCC3,1.0,hansen,Train/Validation
Nc1nc(-c2ccc([N+](=O)[O-])s2)cs1,1.0,hansen,Train/Validation
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)OC2=O,1.0,hansen,Train/Validation
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC1(OCCOC)OCC(OCCOC)C1OCCOC,0.0,hansen,Train/Validation
COc1cc(Oc2ccc(Cl)cc2Cl)cc([N+](=O)[O-])c1,0.0,hansen,Train/Validation
OC1C=Cc2c(ccc3c4c(ccc23)CCC4)C1O,1.0,hansen,Train/Validation
C#CCc1ccc(COC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)o1,1.0,hansen,Train/Validation
[N-]=[N+]=NCC(O)Cn1cnc2c(Cl)nc(N)nc21,1.0,hansen,Train/Validation
Oc1cc(O)c2ccccc2n1,1.0,hansen,Train/Validation
CCOC(=O)[C@@H]1O[C@H]1c1ccccc1,0.0,hansen,Train/Validation
CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0.0,hansen,Train/Validation
CCC(Br)(CC)C(=O)NC(N)=O,0.0,hansen,Train/Validation
CCOC(=O)CSc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,1.0,hansen,Train/Validation
CC(=O)Nc1ccc([C@H]2O[C@H]2C(=O)c2ccccc2)cc1,1.0,hansen,Train/Validation
CCN(CCCO)N=O,1.0,hansen,Train/Validation
[N-]=[N+]=NCC(O)Cn1ccc(N)nc1=O,1.0,hansen,Train/Validation
C=Cc1ccc(C)cc1,0.0,hansen,Train/Validation
CC(=O)OC1C2CC(C)(C)CC2=C(C=O)C2(C=O)CC12C,0.0,hansen,Train/Validation
Cc1ccc2c(c1)[C@H](C)c1ccccc1-2,1.0,hansen,Train/Validation
Oc1cccc2c1ccc1nc3ccc4ccccc4c3cc12,0.0,hansen,Train/Validation
CCCC[C@@H](CC)COP(OC[C@H](CC)CCCC)OC[C@H](CC)CCCC,0.0,hansen,Train/Validation
NC(Cn1ccnc1)C(=O)O,1.0,hansen,Train/Validation
CC(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0.0,hansen,Train/Validation
c1cc2cc3c4c(ccc5cc6c(c1CCC6)c2c54)CCC3,1.0,hansen,Train/Validation
Cc1ccc(N)cc1Cl,1.0,hansen,Train/Validation
CC(=O)NC1=NC(c2ccc([N+](=O)[O-])o2)=NOC1,1.0,hansen,Train/Validation
Cc1nccc2c1[nH]c1cc(O)ccc12,1.0,hansen,Train/Validation
CCCCN(CC(=O)CC)N=O,1.0,hansen,Train/Validation
OCCN(CCO)c1ccc(N=Nc2cccnc2)cc1,0.0,hansen,Train/Validation
COC(=O)CNC(=O)C(CSCCCl)NC(=O)CCC(N)C(=O)O,1.0,hansen,Train/Validation
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,1.0,hansen,Train/Validation
CC(=O)OC1C(O)C(C)OC(OC2C(OC(=O)C3CCC4C(C3)OC3(CC(OC(=O)/C=C/c5ccccc5)C(C)CO3)C43CO3)OC(C)C(O)C2OC(C)=O)C1O,0.0,hansen,Train/Validation
CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,0.0,hansen,Train/Validation
CNc1ccc(N=Nc2ccc3ncsc3c2)cc1,1.0,hansen,Train/Validation
NNc1nncc2ccccc12,1.0,hansen,Train/Validation
O=[P@@]1(NCCCl)OCCCN1CCCl,1.0,hansen,Train/Validation
CC[C@H](O)CN,0.0,hansen,Train/Validation
N#[N+]c1cccc2c1C(=O)c1ccccc1C2=O,1.0,hansen,Train/Validation
c1ccc2c(c1)-c1ccc3c4c1c-2cc1cccc(c14)C1OC31,1.0,hansen,Train/Validation
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0.0,hansen,Train/Validation
C=C1C(=O)OC2CC3(C)C(CCC(C)=O)C3CC12,0.0,hansen,Train/Validation
CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1,0.0,hansen,Train/Validation
CCc1cccc(C)c1N,1.0,hansen,Train/Validation
CCN(CCCl)CCCNc1c2ccccc2nc2c(OC)cccc12,1.0,hansen,Train/Validation
CN(C)c1ccc(N=Nc2ccc(C=O)cc2)cc1,1.0,hansen,Train/Validation
NC(CCC(=O)NC(CSCCCl)NC(=O)CC(=O)O)C(=O)O,1.0,hansen,Train/Validation
N=C(N)c1ccc(-c2cc3ccc(C(=N)N)cc3[nH]2)cc1,0.0,hansen,Train/Validation
CC(=O)OCc1ccc(N=Nc2ccc(N(C)C)cc2)cc1,1.0,hansen,Train/Validation
CC(=O)Nc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1,0.0,hansen,Train/Validation
CC(=O)OC1(C(C)=O)CCC2C3C4CC4(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0.0,hansen,Train/Validation
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,1.0,hansen,Train/Validation
CN1CC[C@@H](CN2c3ccccc3Sc3ccccc32)C1,0.0,hansen,Train/Validation
CCCCCCCCCCCC(C)=O,0.0,hansen,Train/Validation
OC1C=Cc2c(ccc3cc4c5c(ccc4cc23)C(O)C(O)C=C5)C1O,0.0,hansen,Train/Validation
COC(=O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0.0,hansen,Train/Validation
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)c(C(=O)O)c3c(=O)ccn1c23,1.0,hansen,Train/Validation
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0.0,hansen,Train/Validation
O=C1CCc2ccc3c(ccc4ccccc43)c21,1.0,hansen,Train/Validation
Cc1ccc(N)cc1N=[N+]([O-])c1cc(N)ccc1C,1.0,hansen,Train/Validation
Fc1ccc2c3c(cccc13)-c1ccc3ccccc3c1-2,1.0,hansen,Train/Validation
C[C@H]1C[C@@H](OC(=O)c2ccccc2O)CC(C)(C)C1,0.0,hansen,Train/Validation
Nc1ccc2c(no[n+]2[O-])n1,1.0,hansen,Train/Validation
CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,0.0,hansen,Train/Validation
CC(C)Nc1cccc2c1C(=O)c1ccccc1C2=O,1.0,hansen,Train/Validation
O=c1oc2cc(-n3nc4ccc5ccccc5c4n3)ccc2cc1-c1ccccc1,0.0,hansen,Train/Validation
O=C(COc1ccc(Cl)cc1Cl)NC(Cc1c[nH]c2ccccc12)C(=O)O,0.0,hansen,Train/Validation
O=C1O[C@@H](O)C(C(Cl)Cl)=C1Cl,1.0,hansen,Train/Validation
C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,0.0,hansen,Train/Validation
CCN(CCCl)c1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1,0.0,hansen,Train/Validation
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(C)C3OC3OC1(C)O2,0.0,hansen,Train/Validation
CCCC[C@@H](CC)COC(=O)c1ccc(C(=O)OC[C@H](CC)CCCC)c(C(=O)OC[C@H](CC)CCCC)c1,0.0,hansen,Train/Validation
O=C1c2ccccc2-c2ccc(Oc3ccc(S(=O)(=O)O)cc3)c3cccc1c23,1.0,hansen,Train/Validation
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,0.0,hansen,Train/Validation
C[n+]1c(-c2ccc(N)cc2)c2cc(N)ccc2c2ccc(N)cc21,1.0,hansen,Train/Validation
CCOC(=O)[C@H](C)O,0.0,hansen,Train/Validation
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,1.0,hansen,Train/Validation
O=NN1CCC(=O)CC1,1.0,hansen,Train/Validation
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0.0,hansen,Train/Validation
CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,0.0,hansen,Train/Validation
C[N+]1(C)CCOCC1,0.0,hansen,Train/Validation
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1,1.0,hansen,Train/Validation
O[C@@H]1[C@H]2O[C@H]2c2cc3ccc4cccc5ccc(c2[C@@H]1O)c3c45,1.0,hansen,Train/Validation
CC(=O)N(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(Oc2ccc(Cl)cc2)cc1,1.0,hansen,Train/Validation
CC(Cl)C(=O)O,0.0,hansen,Train/Validation
COc1nc2cc([N+](=O)[O-])cc(CBr)c2nc1OC,1.0,hansen,Train/Validation
C/C=C1/CC(C)C(C)(OC(C)=O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,1.0,hansen,Train/Validation
CCCC[C@@H](CC)CNC[C@H](CC)CCCC,0.0,hansen,Train/Validation
CCOC(=O)[C@@H]1O[C@]1(C)c1ccccc1,0.0,hansen,Train/Validation
CC(=O)C1=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,0.0,hansen,Train/Validation
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.0,hansen,Train/Validation
CC(C)Cc1nccs1,1.0,hansen,Train/Validation
CCOC(=O)C(C)(C#N)c1snc2ccc([N+](=O)[O-])cc12,1.0,hansen,Train/Validation
Nc1nc2ncnc-2c[nH]1,0.0,hansen,Train/Validation
Cc1c2c(cc3ccccc13)-c1ccccc1C(O)C2O,1.0,hansen,Train/Validation
Br/C=C/Br,1.0,hansen,Train/Validation
C1=C[C@H]2O[C@H]2c2c1cc1ccc3cccc4ccc2c1c34,1.0,hansen,Train/Validation
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,0.0,hansen,Train/Validation
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,0.0,hansen,Train/Validation
CCC[C@@H](C)C[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@@H](C[C@H](C)CCCCCC[C@H](O)C[C@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,hansen,Train/Validation
O=C(O)CO,0.0,hansen,Train/Validation
COc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3O)c(OC)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,0.0,hansen,Train/Validation
c1ccc2c(c1)-c1c(ccc3ccccc13)[C@@H]1N[C@H]21,1.0,hansen,Train/Validation
O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0.0,hansen,Train/Validation
COc1ccc(CNCC(O)COc2ccc3nc(O)ccc3c2)cc1OC,0.0,hansen,Train/Validation
CCC(Cl)CC(Cl)CC(C)Cl,0.0,hansen,Train/Validation
CCCCCN(N=O)C(=N)N[N+](=O)[O-],1.0,hansen,Train/Validation
OC1c2ccc3c(ccc4ccccc43)c2C2OC2C1O,1.0,hansen,Train/Validation
O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,0.0,hansen,Train/Validation
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0.0,hansen,Train/Validation
O=C(O)/C=C(/CC(=O)O)C(=O)O,0.0,hansen,Train/Validation
OC1C=Cc2cccnc2C1O,0.0,hansen,Train/Validation
OC1C=CC2OC2C1O,1.0,hansen,Train/Validation
Oc1c2nc3ccccc3c-2nnn1/N=C/c1ccc(Cl)cc1,1.0,hansen,Train/Validation
CC12CCC3C(CCC4CC(OC(=O)/C=C/c5cccc(N(CCCl)CCCl)c5)CCC43C)C1CCC(=O)N2,1.0,hansen,Train/Validation
C[C@@H](O)CN(C[C@@H](C)O)N=O,1.0,hansen,Train/Validation
O=C1Nc2ccc(S(=O)(=O)O)cc2C1=O,1.0,hansen,Train/Validation
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,1.0,hansen,Train/Validation
CC(CC=O)c1ccc(C(C)(C)C)cc1,0.0,hansen,Train/Validation
O=C/C(Br)=C/c1ccccc1,1.0,hansen,Train/Validation
COC(=O)CCCCC(=O)OC,0.0,hansen,Train/Validation
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1.0,hansen,Train/Validation
Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,1.0,hansen,Train/Validation
C=C[C@H]1CO1,1.0,hansen,Train/Validation
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0,hansen,Train/Validation
CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,0.0,hansen,Train/Validation
Nc1ccc2ccc3ccccc3c2n1,1.0,hansen,Train/Validation
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3,0.0,hansen,Train/Validation
CCCC[C@@H](CC)COCCCN,0.0,hansen,Train/Validation
Cn1c([N+](=O)[O-])cnc1[C@H]1NC(CO)(CO)CO1,1.0,hansen,Train/Validation
C[Si](C)(C)O,0.0,hansen,Train/Validation
CCOc1ccc(N)cc1N,1.0,hansen,Train/Validation
C=C1C(=O)C23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,1.0,hansen,Train/Validation
Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,0.0,hansen,Train/Validation
O=C(O)CCC(=O)O,0.0,hansen,Train/Validation
CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0,hansen,Train/Validation
N/C(=N\O)c1cc(O)c(O)c(O)c1,1.0,hansen,Train/Validation
O=[N+]([O-])c1ccc2c(c1)[C@H](O)c1ccccc1-2,1.0,hansen,Train/Validation
N=NCCCO,1.0,hansen,Train/Validation
c1ccc2cc3c(cc4c5c(cccc53)C3OC43)cc2c1,1.0,hansen,Train/Validation
O=NN(CCO)CCCCO,1.0,hansen,Train/Validation
O=[N+]([O-])c1ccc(/C=N/c2snc3ccccc23)o1,1.0,hansen,Train/Validation
[N-]=[N+]=NCC(CO)Cc1ccccc1,1.0,hansen,Train/Validation
Brc1ccc2c(c1)C=CC1CCCCC21,0.0,hansen,Train/Validation
Cc1cc(N)sn1,1.0,hansen,Train/Validation
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.0,hansen,Train/Validation
[N-]=[N+]=NCC(O)Cn1ccc(=O)[nH]c1=O,1.0,hansen,Train/Validation
COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1,0.0,hansen,Train/Validation
Cn1c(N)nc2c3cccnc3ccc21,1.0,hansen,Train/Validation
C[C@@H](O)CN(C)N=O,1.0,hansen,Train/Validation
C1=COc2c(c3ccccc3c3cc4ccccc4cc23)C=C1,1.0,hansen,Train/Validation
Cl/C=C(/Cl)COCCCl,1.0,hansen,Train/Validation
Cc1cc2nc(N)sc2cc1C,1.0,hansen,Train/Validation
C[C@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@]2(C)[C@H](O)C[C@H](O)C[C@H]12,1.0,hansen,Train/Validation
Cc1nc(O)c(C#N)cc1-c1ccncc1,0.0,hansen,Train/Validation
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,0.0,hansen,Train/Validation
Cc1cc(-c2ccc(N=Nc3c(N)c(C)cc(S(=O)(=O)O)c3N)c(C)c2)ccc1N=Nc1ccc(O)c(C(=O)O)c1,1.0,hansen,Train/Validation
CC[C@@H](C)[C@H](C)CO,0.0,hansen,Train/Validation
[O-][n+]1cccc2c1C=CC1OC21,0.0,hansen,Train/Validation
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0.0,hansen,Train/Validation
Oc1ccc(/C=N/c2snc3ccccc23)cc1,1.0,hansen,Train/Validation
